p_z,p_n,p_symbol,p_energy,d_z,d_n,d_symbol,bin_en,dn_de,unc_dn_de,dn_de_nu,unc_dn_de_nu,extraction_date
9,9,F,0,8,10,O,316,0.00222046,0.0000000163363,0.00221054,0.00000398197,2026-07-09
9,9,F,0,8,10,O,318,0.00220729,0.0000000444223,0.00222366,0.00000398468,2026-07-09
9,9,F,0,8,10,O,320,0.00219396,0.0000000974898,0.00223662,0.00000398658,2026-07-09
9,9,F,0,8,10,O,322,0.00218047,0.000000150578,0.0022494,0.00000398769,2026-07-09
9,9,F,0,8,10,O,324,0.00216681,0.000000203675,0.00226201,0.00000398798,2026-07-09
9,9,F,0,8,10,O,326,0.002153,0.00000025677,0.00227444,0.00000398746,2026-07-09
9,9,F,0,8,10,O,328,0.00213902,0.000000309851,0.00228669,0.0000039861,2026-07-09
9,9,F,0,8,10,O,330,0.0021249,0.000000362907,0.00229876,0.00000398392,2026-07-09
9,9,F,0,8,10,O,332,0.00211062,0.000000415926,0.00231064,0.00000398088,2026-07-09
9,9,F,0,8,10,O,334,0.0020962,0.000000468896,0.00232234,0.000003977,2026-07-09
9,9,F,0,8,10,O,336,0.00208162,0.000000521806,0.00233385,0.00000397225,2026-07-09
9,9,F,0,8,10,O,338,0.00206691,0.000000574644,0.00234517,0.00000396663,2026-07-09
9,9,F,0,8,10,O,340,0.00205205,0.000000627398,0.0023563,0.00000396013,2026-07-09
9,9,F,0,8,10,O,342,0.00203706,0.000000680056,0.00236722,0.00000395275,2026-07-09
9,9,F,0,8,10,O,344,0.00202193,0.000000732607,0.00237796,0.00000394447,2026-07-09
9,9,F,0,8,10,O,346,0.00200666,0.000000785038,0.00238849,0.00000393528,2026-07-09
9,9,F,0,8,10,O,348,0.00199127,0.000000837337,0.00239881,0.00000392518,2026-07-09
9,9,F,0,8,10,O,350,0.00197575,0.000000889493,0.00240893,0.00000391416,2026-07-09
9,9,F,0,8,10,O,352,0.0019601,0.000000941493,0.00241885,0.00000390221,2026-07-09
9,9,F,0,8,10,O,354,0.00194433,0.000000993325,0.00242855,0.00000388932,2026-07-09
9,9,F,0,8,10,O,356,0.00192844,0.00000104498,0.00243804,0.00000387547,2026-07-09
9,9,F,0,8,10,O,358,0.00191243,0.00000109644,0.00244732,0.00000386067,2026-07-09
9,9,F,0,8,10,O,360,0.00189631,0.00000114769,0.00245637,0.00000384491,2026-07-09
9,9,F,0,8,10,O,362,0.00188008,0.00000119873,0.00246521,0.00000382816,2026-07-09
9,9,F,0,8,10,O,364,0.00186373,0.00000124954,0.00247383,0.00000381044,2026-07-09
9,9,F,0,8,10,O,366,0.00184729,0.0000013001,0.00248222,0.00000379171,2026-07-09
9,9,F,0,8,10,O,368,0.00183073,0.00000135041,0.00249039,0.00000377198,2026-07-09
9,9,F,0,8,10,O,370,0.00181408,0.00000140046,0.00249833,0.00000375124,2026-07-09
9,9,F,0,8,10,O,372,0.00179733,0.00000145022,0.00250603,0.00000372948,2026-07-09
9,9,F,0,8,10,O,374,0.00178048,0.00000149969,0.00251351,0.00000370669,2026-07-09
9,9,F,0,8,10,O,376,0.00176354,0.00000154886,0.00252075,0.00000368285,2026-07-09
9,9,F,0,8,10,O,378,0.00174651,0.0000015977,0.00252774,0.00000365796,2026-07-09
9,9,F,0,8,10,O,380,0.0017294,0.00000164622,0.0025345,0.00000363201,2026-07-09
9,9,F,0,8,10,O,382,0.0017122,0.00000169439,0.00254102,0.00000360499,2026-07-09
9,9,F,0,8,10,O,384,0.00169492,0.00000174221,0.00254729,0.00000357688,2026-07-09
9,9,F,0,8,10,O,386,0.00167756,0.00000178965,0.00255332,0.00000354769,2026-07-09
9,9,F,0,8,10,O,388,0.00166012,0.00000183671,0.00255909,0.00000351739,2026-07-09
9,9,F,0,8,10,O,390,0.00164262,0.00000188338,0.00256462,0.00000348598,2026-07-09
9,9,F,0,8,10,O,392,0.00162504,0.00000192963,0.00256989,0.00000345345,2026-07-09
9,9,F,0,8,10,O,394,0.0016074,0.00000197547,0.0025749,0.00000341979,2026-07-09
9,9,F,0,8,10,O,396,0.00158969,0.00000202086,0.00257965,0.00000338498,2026-07-09
9,9,F,0,8,10,O,398,0.00157192,0.00000206581,0.00258415,0.00000334901,2026-07-09
9,9,F,0,8,10,O,400,0.00155409,0.0000021103,0.00258838,0.00000331188,2026-07-09
9,9,F,0,8,10,O,402,0.00153621,0.0000021543,0.00259234,0.00000327356,2026-07-09
9,9,F,0,8,10,O,404,0.00151828,0.00000219782,0.00259604,0.00000323406,2026-07-09
9,9,F,0,8,10,O,406,0.0015003,0.00000224084,0.00259946,0.00000319336,2026-07-09
